vehicle_no,device_id
I3379,867383057157036
I3380,866041043557054
I3381,864513041467652
I3382,867032053794470
I3383,864650056179002
I3384,864650059603198
I3385,862607052177267
I3386,864650059626033
I3387,867032053795956
I3388,862547050737136
I3389,862607052182903
I3390,863958044806151
I3391,864650059629813
I3392,862607059144427
I3393,864650056121855
I3394,868922051410823
I3395,864650059638301
I3396,864977043714298
I3397,862607059195460
I3398,864650059590866
I3400,862607055621212
J0001,867032059224704
J0002,867032053799818
J0003,862607059149228
J0004,864650056261057
J0005,862607059097070
J0006,863418058086901
J0721,864650059676624
J0722,864650059535184
J0723,864650056135210
J0724,862607059197003
J0725,864513041477792
J0726,867032053717521
J0727,867032053742552
J0728,866758041755071
J0729,864650059453180
J0730,860965065202726
J0731,864650056179101
J0732,867032053734351
J0734,867032053768110
J0735,864650056122234
J0736,865396053288292
J0737,862607059302223
J0738,864977047820745
J0739,867032053747239
J0740,868922053118903
J0741,868922051412498
J0742,865860049047716
J0743,864513041500049
J0744,869756048076316
J0745,867032053753377
J0746,862607059180223
J0747,863958040847548
J0748,864650059632163
J0749,862607055710585
J0750,867032053741869
J0752,864650059678182
J0753,862607059126549
J0754,866758041758968
J0755,867698045759282
J0756,868704046737449
J0758,867732035488899
J0830,864513041490951
J0831,864650059510251
J0832,862607059149772
J0833,862607059209568
J0834,867032053740648
J0836,867032053928938
J0837,864513041458024
J0838,862607059111939
J0839,864388041759667
J0840,864650056179184
J0841,864650056132365
J0842,862607059139195
J0843,864650059647567
J0845,867032053779992
J0846,862607059148717
J0848,862607059138130
J0849,864513042719846
J0850,867383057204077
J0851,862607055649809
J0852,867032053743857
J0854,862607055711799
J0855,862607052167649
J0856,864650059638756
J0857,862607059251040
J0859,867032059024146
J0860,862547050783767
J0861,867032053928607
J0862,864513041488153
J0863,864650059565280
J0864,867032053885179
J0865,862607059103555
J0866,863958044803117
J0867,867032053738162
J0868,867032053923053
J0869,868142049621460
J0870,862607059175470
J0871,862607059021948
J0872,862607059362060
J0873,866041042238565
J0874,867032059030366
J0875,864513044559307
J0876,868142049787386
J0877,866041042150091
J0878,864650059571171
J0879,862607059212497
J0880,867032053736620
J0881,867383059037152
J0882,864650059677226
J0883,862607059141050
J0884,867032058975108
J0885,867032053721333
J0886,867605051035978
J0887,864650059524055
J0888,865501043911453
J0889,862607055578057
J0890,862607059212968
J0891,862607059161777
J0892,865501043851089
J0893,862607059162957
J0894,868794061128111
J0895,867032059181284
J0896,862607055717507
J0897,863418051819167
J0898,862607059210319
J0899,862607055579485
J0900,862607052168621
J0901,867032059226931
J0902,862607052135372
J0905,862607059215821
J0906,865860041737124
J0907,864513045647093
J0908,865501042142019
J0909,864650056132548
I1970,867032053747866
I1971,862607059381941
I1972,869244044490674
I1979,869244044535163
J0301,867032053765926
J0303,864513042707171
J0304,867032053786278
J0305,864650056168492
J0306,862607055662265
J0307,864513046512015
J0308,862607059139377
J0309,864650059661170
J0310,867383057145700
J0311,862607059115781
J0312,864650059573102
J0313,862810042282250
J0314,864513041526705
J0315,862607059126010
J0316,867383059052979
J0317,862607059127489
J0319,867383059127722
J0320,867032059237359
J0321,865501043909531
J0322,864650059599040
J0323,864650059581196
J0324,867394047668743
J0325,867032053929514
J0326,864650059629185
J0327,862607059150960
J0328,867383057145221
J0329,868142049725105
J0330,862607055627185
J0332,862607055653470
J0334,864650059638707
J0335,864650056352948
J0336,865860041705113
J0337,865860041682064
J0338,358250330776989
J0339,867605051005393
J0340,865501043890434
J0341,864513042696838
J0342,867032053721093
J0343,864337058592024
J0344,863418053169074
J0346,864513041506582
J0347,860548042817988
J0348,867032053729971
J0349,867032053933631
J0351,866041042227592
J0352,861107032700214
J0353,867698047290237
J0354,860548045571939
J0355,864337058948978
J0356,867032053748476
J0357,867698045712570
J0358,868922051465512
J0359,867032053682246
J0360,864650059566585
J0364,863617069492020
J0365,865501043894931
J0366,866758041728854
I0745,
I0748,
I0757,868728039262503
I0759,869244044492894
I0766,867032059259296
I0767,869244044493991
I0771,
I0772,868728039296394
I0773,868728039344756
I0775,869244044692717
I0776,869244044505349
I0779,869244044640369
I0782,869244044489882
I0795,868728039280398
I0504,869244044664427
I0508,
I0510,868728039263980
J1607,860548046773377
J1608,865501043918029
J1609,865860041738627
J1610,866758046208647
J1611,860588042341472
J1612,865501043901819
J1613,862607059099571
J1614,863958044774904
J1615,866758047815499
J1616,866758045750573
J1617,862607059020759
J1618,867732035503465
J1619,862607052177457
J1620,868704041304898
J1621,864650059624608
J1622,864337058988271
J1623,863617069505755
J1624,865501043892463
J1625,861107037872505
J1626,866758049597392
J1627,867732033553868
J1628,862107043422781
J1629,865501043952911
J1630,865860042119280
J1631,869756048096405
J1632,867383057230429
J1633,864337056541957
J1634,864513042745296
J1635,863958044806862
J1636,866041041963189
K0101,867032053735986
K0102,862607059142843
K0103,867032053775115
K0104,869244044515710
K0105,862607059173764
K0106,864650056132803
K0107,867032053773805
K0108,862547050762928
K0109,864513046412596
K0110,862607059025519
K0111,867032059155056
K0112,862607059063593
K0113,862607059210442
K0114,864650059662962
K0115,864977047918663
K0116,864650059580610
K0117,867032053736356
K0118,861107034079286
K0119,862607059086107
K0120,862607055711096
K0121,867032053735234
K0122,868142049741672
K0123,862607059148428
K0124,862607059083344
K0125,864977047864669
K0126,867032053748930
K0127,867032053733858
K0128,864650059555240
K0129,867605051095519
K0130,864337053508306
K0131,
K0132,
K0133,
K0134,
K0135,
K0136,
K0137,
K0138,
K0139,
K0140,
K0141,
K0142,
K0143,
K0144,
K0145,
K0146,
K0147,
K0148,
K0149,
K0150,
K0151,
K0152,
K0153,
K0154,
K0155,
K0156,
K0157,
K0159,
K0160,
K0161,
K0162,
K0163,
K0164,
K0165,
K0167,
K0173,
I3399,867032053749508
J0007,863412043738981
J0008,864513046406317
J0009,862607059091750
J0010,866758048862136
J0011,864650056179226
J0012,867032053725235
J0013,867032053799990
J0014,867032053726894
J0015,866758048540641
J0016,864650056135285
J0017,864650059624384
J0018,867160040681029
J0019,867383057123582
J0020,862607059148162
J0757,862607059133834
J0759,867032053727637
J0903,868728039270753
J0904,862607059091487
I1980,864513041451326
I1983,869244044512634
I1984,869244042774483
I1987,862607059129238
I1990,868728039318271
I1995,869244044497901
I1996,869244044527210
I1998,867032059262480
I2000,866041042097284
I2042,868142049719827
I2043,864650059638186
I2044,867032053741331
I2045,862607055575483
I2046,867383057134191
I2047,862607055588775
I2048,866041042033321
I2049,867032053760729
I2050,869244042788673
I2053,865860042026261
I2055,867032059058326
I2056,862607055671464
I2057,864650056132191
I2061,862607055589443
I2062,866041042198918
I2063,869244044527699
I2066,864650056135202
I2070,864650056179127
I2071,862607059250695
I2072,864650056167544
I2073,862607055631971
J0361,862607052167565
J0362,867032058976874
J0363,867032053794744
J0367,867698045766030
J0368,866758049223700
J0369,869244044517534
J0370,866758048742825
J0371,865546047383514
J0372,866758049539733
J0373,866758041722600
J0374,866758041740438
J0375,866758046079527
J0376,866758048801852
J0377,866758041728987
J0378,861107034061821
J0379,867698047395994
J0380,866758041733243
J0381,860588043430878
J0382,866758049211416
J0383,866758041740661
J0384,866758044911697
J0385,866758048698993
J0386,862607055626161
J0387,862607059209956
J0388,864977047912062
J0389,862607059358050
J0390,864513042781747
J0391,864513042724481
J0392,864977047873595
J0393,864977047921006
J0394,867032053684150
J0395,864650056167106
J0396,864650059417672
J0397,867032053928177
J0398,864650056281758
J0399,864513041483766
J0400,862607059086974
J0401,864650056131284
J0402,862607059134881
J0403,862607059027952
J0404,863958042606041
J0405,866041041908135
J0406,864337056370472
J0407,868922053074742
J0408,861107030480827
J0409,864650056280347
J0410,865860042083296
J0411,861107032601404
J0412,862547053936495
J0413,861107037542850
J0414,864977047875103
J0415,864977047910645
J0416,864337056479257
J0417,860548040370899
J0418,864337059104431
J0419,861107032730419
J0420,867383057141881
J0421,864337058958746
J0422,862607059149749
J0423,867032053735242
J0424,867032053796491
J0425,862607059153436
J0426,864650059572534
J0427,864513041499689
J0428,862348050264308
J0429,864650059564614
J0430,867383059179756
J0431,862607059045004
J0432,862607052134185
J0433,867032053737578
J0434,862607059216076
J0435,862607055648959
J0436,867032053737768
J0437,862607059173608
J0438,862607059194984
J0439,867032053803024
J0440,867032053797994
J0441,864513041467561
J0442,860965065196969
J0443,862607059111780
J0444,867032053796566
J0445,867032053884099
I0792,869244044511214
I0796,869244044531253
I0903,869244044491748
I0909,868728039246589
I0952,868728039268336
I0515,869244042709166
I0536,869244044493819
I0538,869244042799563
I0547,
I0602,868728039276594
I0706,869244042793236
I0709,864513041513471
I0714,
I0721,869244042713655
K0099,862607059106251
K0100,864513042761723
K0166,
K0168,
K0169,
K0170,
K0171,
K0172,
K0175,
K0176,
K0177,
K0178,
K0179,
K0180,
K0181,
K0182,
K0184,
K0185,
K0187,
K0189,
K0190,
K0191,
K0193,
K0194,
J0021,867698045744011
J0022,862607059217934
J0023,862607059195189
J0024,862607059210491
J0025,867383057126007
J0026,862607059039759
J0027,865501043952705
J0028,864650059638673
J0029,866041040943547
J0030,862607055697659
J0031,867160040669826
J0032,866041043553095
J0033,862607055593148
J0034,862607059306133
J0035,867383057198683
J1637,868922053154106
J1638,860965065280631
J1639,864977043775141
J1640,866758049564871
J1641,862607059133735
J1642,864977047866292
J1643,868704049062530
J1644,864337050581207
J1645,867032059173083
J1646,862607059306497
J1647,867383059052995
J1648,863418055861884
J1649,867032053796178
J1650,862607055584204
J1651,867032053797424
J1652,862607059197409
J1653,862607055711013
J1654,864650059668878
J1655,864977043756497
J1656,862607055580897
J1657,864650056135244
J1658,867383059193138
J1659,862607059098342
J1660,867732032999096
J1661,865501043970582
J1662,866758046119075
J1663,862810042412246
J1664,862607052354403
J1665,863715059163302
J1666,863617069505631
J1667,860548042854023
J1668,865860042002999
J1669,866758049583269
J1670,861107033810459
J1671,866041042256377
S0010,864513041509073
J0910,864337056351381
I2901,867383057157226
J0446,864650059566270
J0447,867032053800202
J0448,860548042896750
J0449,866758044730345
J0450,860548046767585
J0451,861107034079856
J0452,866758041758828
J0453,866758049560754
J0454,869756046109119
J0455,865501043851063
J0456,864337056352488
J0457,868142049821375
J0458,862607055607872
J0459,864513046546344
J0460,862607052133583
J0461,864650056131318
J0462,867032053764945
J0463,864513042819893
J0464,860548044463229
J0465,864650059566262
J0466,864650059645330
J0467,864650059643947
J0468,867032053731621
J0469,864977043720741
J0470,868142049581029
J0471,864513041526762
J0472,864650059641495
J0473,862607059073816
J0474,866041042186905
J0475,867032053801234
J0476,866758041732575
J0477,867032053927708
J0478,867605050990959
J0479,864650059616992
J0480,864650059408820
J0481,862607055580780
J0482,863418052878048
J0483,864513041440147
J0484,863958044718083
J0485,862607059150416
J0486,862607059104009
J0487,867032059138391
J0488,862607052177788
J0489,867032053728338
J0490,867032053789686
J0491,863958044888985
J0492,864650056167205
J0493,864513046429145
J0494,864513041487312
J0495,865501043943738
J0496,862607059161140
J0497,867032053933524
J0498,864650059637469
J0499,867032053728866
K0081,864650059608890
K0158,
K0183,
K0186,
K0188,
K0192,
K0195,
K0196,
K0197,
K0198,
K0199,
K0200,
K0201,
K0202,
K0203,
K0204,
K0205,862607059021807
K0206,867032059109970
K0207,862607059170901
K0208,864650056191213
K0209,862607055679343
K0210,862607055629082
K0211,862607059026400
K0212,864513041512473
K0213,863418058263518
K0214,864977043716095
K0215,862607053476585
K0216,864977047925718
K0217,863958044858756
K0218,862607055661879
K0219,862607055620651
K0220,865860041743635
K0221,862607059042258
K0222,867383057223952
K0223,863418053190930
K0224,867383057209837
K0225,866041042186517
K0226,862607059046911
K0227,862547050841664
K0228,862547054015422
K0229,867032059174099
K0230,867032058994737
K0231,864650056201640
K0232,862607055629041
K0233,864650051625629
K0234,864650059679263
K0235,867383057126932
K0236,862810042214675
K0249,864650059632387
K0250,867383057135024
K0251,864513046494107
K0252,862547050662367
K0253,867032053726522
K0254,862607059175413
K0255,863958040712205
K0256,863958044836612
K0257,867032059259809
K0258,860965069048208
K0259,862607059114883
K0260,866041042033214
K0261,866041042065224
K0262,861942055186770
K0264,867032053725185
K0265,863958044843394
K0266,864513041464907
K0267,867032053929613
K0343,868794061295720
K0344,864513042720661
K0443,862607059035492
K0444,862607055629116
K0445,867032053894858
K0446,862607055569494
K0447,867383057219216
K0448,862607059182302
K0449,862607055627888
K0450,862614060341000
K0451,863418053139515
K0452,867160040738480
K0453,862547050708400
K0454,867032059016142
K0455,864337056356216
K0456,865501043835694
K0457,862607055580830
K0458,867032059200357
K0459,864977047877968
K0460,867032053658394
K0461,864337056537872
K0462,864513043676969
K0463,866758048681320
K0464,864513045569768
K0465,864977047886787
I0905,869244042677454
I0910,
I0913,358250330777565
I0915,
I0920,
I0921,869244044499402
I0926,
I0927,869244044489148
I0934,869244042793012
I0935,869244042802847
I0936,869244042798730
I0937,869244044496333
I0938,868728039319923
I0943,
I0951,869244044666554
I0957,
I0968,869244044509044
I0970,868728039341752
I0975,868728039303778
I0985,
I0989,
I0992,869244042795579
I0994,869244042795587
I0996,869244044499725
I0997,869244042813687
I0998,868728039250078
I1001,868728039338501
I1002,868728039330508
I1006,868728039254062
I1007,868728039292567
I1011,868728039254807
I1014,869244042719470
I1020,868728039308785
I1022,869244042774251
I1025,
I1028,862607059149723
I1029,864977043714348
I1033,868728039301343
I1035,869244044530891
I1040,869244044663734
I1042,869244042675748
I1043,869244042782692
I1044,
I1045,868728039286577
I1047,
I1049,
I1050,869244044489460
I1053,
I1055,869244044500126
I1056,
I1060,869244044495434
I1062,869244044710253
I1064,869244042712376
I1065,
I1066,869244042660385
I1067,869244044500902
I1069,869244044528580
I1073,868728039293052
I1078,868728039338782
I1079,
I1081,869244044493314
I1086,869244044493215
I1089,868274062634201
I1091,864650059552825
I1096,864650059675790
I1097,
I1103,868728039341950
I1104,868728039300196
I1109,869244044523599
I1111,869244044648461
I1112,869244044496606
I1113,869244044489700
I1114,869244042804850
I1117,869244044495574
I1118,869244044494320
I1120,868728039289159
I1125,869244042820898
I1126,869244042670921
I1128,869244044697740
I1130,869244042721997
I1139,868728039286718
I1140,869244042638290
I1141,
I1143,
I1145,867032053727645
I1147,869244044530248
I1149,869244042773345
I1151,
I1152,867032059226881
I1161,864650056178418
I1173,869244044528747
I1186,869244044530958
I1187,
I1277,868728039291502
I1279,864650059594066
I1280,868728039295503
I1281,
I1285,
I1292,869244042801765
I1293,
I1294,
I1299,862607059093681
I1302,869244042802268
I1310,869244044489569
I1311,869244042811780
I1312,869244044489585
I1314,869244044524506
I1316,868728039302887
I1319,869244044519878
I1320,
I1321,868728039308553
K0080,868922051421929
K0082,864650056191015
K0174,
K0237,862607059211754
K0238,864513046412794
K0239,862607059134121
K0240,864513041456614
K0241,865501043849463
K0242,860965069070236
K0243,864513041440139
K0244,860965069057902
K0245,862607059303205
K0246,864650059650132
K0247,862547050859716
K0248,868794061285457
K0263,868922051473854
K0268,864650056263087
K0269,867032053800053
K0270,864650056225680
K0271,864650056132761
K0272,864388041700554
K0273,867383059115164
K0274,868922051391304
K0275,860965069049701
K0276,864650059635315
K0277,863412043750978
K0278,864650059641834
K0279,867032053922691
K0280,864650059632650
K0281,864650059574431
K0282,867032053753997
K0283,864513045605471
K0284,867032053735630
K0285,862607055691223
K0286,862607059148543
K0287,864513046411697
K0288,862607055622491
K0289,867032059169305
K0290,863412043686180
K0291,867032059230370
K0292,867032053730334
K0293,864337050425132
K0294,862607059105675
K0295,867032053759101
K0296,864513045606552
K0297,864388040111399
K0298,867383057220404
K0299,866041042139342
K0300,864650056205377
K0301,868794063088420
K0302,867032059121850
K0303,867032053792912
K0304,867032059031687
K0305,866041043552014
K0306,864650059385978
K0307,862607059139765
K0308,868142049630362
K0309,867383057224901
K0310,864337056195770
K0311,862607069115781
K0312,862607059092212
K0313,865546042811345
K0314,864977047873694
K0315,864388040059465
K0316,864513042696473
K0317,862607059210640
K0318,864977047874437
K0319,867032053721887
K0320,864513041439982
K0324,866041042259710
K0327,862607059150606
K0345,868704045609466
K0346,867383057144281
K0347,862607055576390
K0348,864650059652690
K0349,866041042225117
K0350,865860042125568
K0351,862607059213032
K0352,864650059660206
K0353,867032053892407
K0354,864513042720653
K0355,869756046285430
K0356,862547050690707
K0357,864650059660115
K0358,862607059074194
K0359,866758042315065
K0360,862607055594864
K0361,864977043706179
K0362,867032053884636
K0363,864977043721764
K0364,862547050842415
K0365,867032059114897
K0366,862607059136100
K0367,862607059089309
K0368,867160040599023
K0369,867032059231899
K0370,862607059112739
K0371,866041042020831
K0372,863412047322667
K0373,868142049744700
K0374,862607055623663
K0375,862607055628407
K0376,864650059659646
K0377,867032053786161
K0378,862607055617525
K0379,862607059112994
K0380,864513042812609
K0381,867605051000329
K0382,862607055616642
K0383,865860042076761
K0384,867032059260054
K0385,862607059135425
K0386,862607055589260
K0387,867032050922496
K0388,862607055588734
K0389,868274062666831
K0390,862607059182724
K0391,865860041733875
K0392,865860041743395
K0393,862607055591209
K0394,862607055623325
K0395,867032053892332
K0396,862607059031111
K0397,864513042757523
K0398,867032059237045
K0399,862607059171966
K0400,864513042681111
K0401,862607059113646
K0402,862607055693138
K0403,862607059103902
K0404,862607059095710
K0405,862607059020445
K0406,862607055705940
K0407,862607055622517
K0408,863958044818651
K0409,864337056218473
K0410,862607055631880
K0411,862547054017147
K0412,862547050739918
K0413,862607055661150
K0414,864513046547599
K0415,862607059096759
K0416,864337056224422
K0417,864513041440469
K0418,863412043706814
K0419,867032059237821
K0420,866041042259850
K0421,862607055628449
K0422,862607055669955
K0423,862607055670102
K0424,867032059230362
K0425,868922051376990
K0426,867032059225560
K0427,866041042131737
K0428,867383057225254
K0429,868794061326228
K0430,867032059237102
K0431,868794061301189
K0432,866041045652507
K0433,864650059654761
K0434,864650059573300
K0435,864977043718562
K0436,869756048146697
K0437,867032059024989
K0438,862607059088269
K0439,862607059092063
K0440,862607059115567
K0441,867394042498518
K0442,868922056446020
K0466,862547054016560
K0467,867032053885211
K0468,864337059073933
K0469,862607059020692
K0470,864337058949398
K0471,867605050923083
K0472,862607059137082
K0473,862547050653291
K0474,865860041670952
K0475,860965065204375
K0476,862607055745979
K0477,867032053659202
K0478,864337056477384
K0479,864337056403299
K0480,862607059033075
K0481,862547054045536
K0482,864337056369789
K0483,864337056545966
K0484,862607055629009
K0485,863617069472584
K0486,
K0487,864337056542369
K0488,862547057620517
K0489,860965065309273
K0490,864650059620275
K0491,865860041685984
K0492,860965067650104
K0493,863958044804891
K0494,863412043706624
K0495,865860041777146
K0496,862614060262743
K0497,864337056230361
K0498,860965067620487
K0499,862607055622889
K0500,863617065534635
K0501,864337053475886
K0502,864337056479174
K0503,867383059013344
K0504,867032053740663
K0505,864337059049065
K0506,867160040625240
K0507,863958044706518
K0508,866041043607495
K0509,864650059565439
K0510,867605051022570
K0511,867032059139332
K0512,862607059173517
K0513,867032059236799
K0514,867032059105390
K0515,862607059092170
K0630,867032059153663
K0631,867160040600466
K0632,
K0633,867383057208656
K0634,862607055693807
K0635,866041042259967
K0636,862607059092907
K0637,863958044784275
K0638,868274062606621
K0639,868794061295928
K0640,862607059115971
K0641,862607055576788
K0642,862607059035427
K0643,862607059104231
K0644,867605051104113
K0645,867160041244983
K0646,867383057217053
K0647,863958044845605
K0648,864513041442846
K0649,864513041524619
K0650,863958044810104
K0651,867032059237664
K0652,862607055662190
K0653,868142049780209
K0654,863958044853450
K0655,866041044677737
K0656,867032053891508
K0657,862607059068857
K0658,862607059023530
K0659,862607059092618
K0660,867032059236732
K0661,864513041435931
K0662,862607059025501
K0663,863412043749418
K0664,862607059090877
K0665,862607055628936
K0666,862607059046432
K0667,862547050820098
K0668,868794068176386
K0669,862607059106541
K0670,867032059237888
K0671,867394042512458
K0672,864650059675048
K0673,865860041782831
K0674,867032059173265
K0675,862607055619554
J0036,862607052177564
J0037,864513041446516
J0038,862607052135455
J0039,864650059564309
J0040,864650059624665
J0041,867032053800442
J0042,865860041741472
J0043,864337053508298
J0044,867032059236591
J0045,867032053771858
J0046,862607059213693
J0047,868794061157045
J0048,861107037498210
J0049,867605050970621
J0050,862607055644263
J0051,868728039260069
J0052,867032053747452
J0053,864977043725823
J0054,862607059146059
J0055,868142049642961
J0056,868142049673057
J0057,862607059210962
J0058,867032053796970
J1672,864337053410040
J1673,866041042196359
J1674,862547050666657
J1680,863958044075492
J1681,865860041738346
J1682,864513040425552
J1683,862547050655197
J1684,868704046717334
J1685,864337056353346
J1686,860588042335284
J1687,866758047945684
J1688,867394042501907
J1689,864513044567243
S0009,867032053718917
J0911,867032053890500
J0912,868704040959593
J0913,865501043849752
J0914,860548046732050
J0915,864650056251033
J0916,866758049557529
J0917,866758047804774
J0918,862547050688479
J0919,867732033010943
J0920,865860042141029
J0921,866758048725622
J0922,865860041786782
J0923,868704045235650
J0924,868794061117957
J0925,864513046502826
J0926,866758049212588
J0927,867383050843533
J0928,864650056397240
J0929,860965067648223
J0930,867184039904465
J0931,861107033126823
J0932,864337058927279
J0933,861107032555253
J0934,865501043835652
J0935,867383057159065
J0936,866758045782501
J0937,864513046423304
J0938,862607059197094
J0939,864650059496411
J0940,864513041451482
J0941,865501043954164
J0942,868922051314157
J0943,863958044788367
J0944,862607059106467
J0945,862607059214055
J0946,868794061110705
J0947,862607059105014
J0948,866041043638946
J0949,862607059111111
J0950,865860041704280
J0951,860548045717607
J0952,862607059024793
J0953,863418052846045
J0954,862607059190024
J0955,861942055271481
J0956,862607052340212
J0957,867383059009938
J0958,866758049546183
